,storage (m3),inflow (m3/h),precipitaion (m3/h),evaporation (m3/h),outflow (m3/h),spilt (m3/h)
0,55501237469.705864,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
1,55502474939.41173,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
2,55503712409.11759,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
3,55504949878.823456,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
4,55506187348.52932,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
5,55507424818.23518,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
6,55508662287.94105,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
7,55509899757.64691,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
8,55511137227.352776,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
9,55512374697.05864,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
10,55513612166.7645,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
11,55514849636.47037,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
12,55516087106.17623,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
13,55517324575.882095,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
14,55518562045.58796,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
15,55519799515.29382,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
16,55521036984.99969,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
17,55522274454.70555,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
18,55523511924.411415,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
19,55524749394.11728,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
20,55525986863.82314,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
21,55527224333.52901,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
22,55528461803.23487,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
23,55529699272.940735,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
24,55530936742.6466,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
25,55532174212.35246,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
26,55533411682.05833,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
27,55534649151.76419,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
28,55535886621.470055,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
29,55537124091.17592,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
30,55538361560.88178,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
31,55539599030.58765,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
32,55540836500.29351,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
33,55542073969.999374,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
34,55543311439.70524,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
35,55544548909.4111,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
36,55545786379.11697,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
37,55547023848.82283,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
38,55548261318.528694,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
39,55549498788.23456,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
40,55550736257.94042,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
41,55551973727.646286,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
42,55553211197.35215,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
43,55554448667.058014,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
44,55555686136.76388,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
45,55556923606.46974,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
46,55558161076.175606,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
47,55559398545.88147,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
48,55560636015.58733,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
49,55561873485.2932,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
50,55563110954.99906,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
51,55564348424.704926,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
52,55565585894.41079,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
53,55566823364.11665,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
54,55568060833.82252,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
55,55569298303.52838,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
56,55570535773.234245,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
57,55571773242.94011,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
58,55573010712.64597,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
59,55574248182.35184,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
60,55575485652.0577,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
61,55576723121.763565,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
62,55577960591.46943,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
63,55579198061.17529,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
64,55580435530.88116,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
65,55581673000.58702,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
66,55582910470.292885,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
67,55584147939.99875,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
68,55585385409.70461,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
69,55586622879.41048,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
70,55587860349.11634,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
71,55589097818.822205,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
72,55590335288.52807,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
73,55591572758.23393,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
74,55592810227.9398,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
75,55594047697.64566,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
76,55595285167.351524,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
77,55596522637.05739,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
78,55597760106.76325,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
79,55598997576.46912,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
80,55600235046.17498,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
81,55601472515.880844,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
82,55602709985.58671,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
83,55603947455.29257,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
84,55605184924.998436,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
85,55606422394.7043,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
86,55607659864.410164,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
87,55608897334.11603,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
88,55610134803.82189,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
89,55611372273.527756,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
90,55612609743.23362,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
91,55613847212.93948,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
92,55615084682.64535,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
93,55616322152.35121,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
94,55617559622.057076,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
95,55618797091.76294,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
96,55620034561.4688,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
97,55621272031.17467,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
98,55622509500.88053,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
99,55623746970.586395,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
100,55624984440.29226,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
101,55626221909.99812,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
102,55627459379.70399,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
103,55628696849.40985,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
104,55629934319.115715,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
105,55631171788.82158,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
106,55632409258.52744,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
107,55633646728.23331,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
108,55634884197.93917,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
109,55636121667.645035,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
110,55637359137.3509,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
111,55638596607.05676,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
112,55639834076.76263,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
113,55641071546.46849,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
114,55642309016.174355,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
115,55643546485.88022,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
116,55644783955.58608,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
117,55646021425.29195,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
118,55647258894.99781,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
119,55648496364.703674,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
120,55649733834.40954,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
121,55650971304.1154,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
122,55652208773.821266,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
123,55653446243.52713,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
124,55654683713.232994,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
125,55655921182.93886,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
126,55657158652.64472,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
127,55658396122.350586,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
128,55659633592.05645,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
129,55660871061.762314,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
130,55662108531.46818,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
131,55663346001.17404,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
132,55664583470.879906,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
133,55665820940.58577,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
134,55667058410.29163,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
135,55668295879.9975,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
136,55669533349.70336,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
137,55670770819.409225,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
138,55672008289.11509,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
139,55673245758.82095,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
140,55674483228.52682,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
141,55675720698.23268,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
142,55676958167.938545,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
143,55678195637.64441,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
144,55679433107.35027,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
145,55680670577.05614,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
146,55681908046.762,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
147,55683145516.467865,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
148,55684382986.17373,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
149,55685620455.87959,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
150,55686857925.58546,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
151,55688095395.29132,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
152,55689332864.997185,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
153,55690570334.70305,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
154,55691807804.40891,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
155,55693045274.11478,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
156,55694282743.82064,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
157,55695520213.526505,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
158,55696757683.23237,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
159,55697995152.93823,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
160,55699232622.6441,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
161,55700470092.34996,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
162,55701707562.055824,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
163,55702945031.76169,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
164,55704182501.46755,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
165,55705419971.173416,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
166,55706657440.87928,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
167,55707894910.585144,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
168,55709132380.29101,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
169,55710369849.99687,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
170,55711607319.702736,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
171,55712844789.4086,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
172,55714082259.11446,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
173,55715319728.82033,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
174,55716557198.52619,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
175,55717794668.232056,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
176,55719032137.93792,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
177,55720269607.64378,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
178,55721507077.34965,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
179,55722744547.05551,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
180,55723982016.761375,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
181,55725219486.46724,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
182,55726456956.1731,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
183,55727694425.87897,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
184,55728931895.58483,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
185,55730169365.290695,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
186,55731406834.99656,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
187,55732644304.70242,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
188,55733881774.40829,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
189,55735119244.11415,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
190,55736356713.820015,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
191,55737594183.52588,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
192,55738831653.23174,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
193,55740069122.93761,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
194,55741306592.64347,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
195,55742544062.349335,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
196,55743781532.0552,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
197,55745019001.76106,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
198,55746256471.46693,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
199,55747493941.17279,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
200,55748731410.878654,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
201,55749968880.58452,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
202,55751206350.29038,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
203,55752443819.99625,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
204,55753681289.70211,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
205,55754918759.407974,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
206,55756156229.11384,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
207,55757393698.8197,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
208,55758631168.525566,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
209,55759868638.23143,1366203.5999999999,0.0,128733.89413533836,0.0,0.0
